"動物編號","收容日期","收容園區","收容原因","來源區域","性別","來源地點","毛色毛長","晶片號碼","動物種類","犬牌編號","其他特徵","照片"
"10406020017","2015-06-02","南屯園區","飼主不擬續養 ","龍井區","公","自行送交","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1a0209c722768afde6eb42aa79c866726c343574.jpg"
"10406020016","2015-06-02","南屯園區","飼主不擬續養 ","西區","母","自行送交","黃白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d84111348154b0fa6619e4d26f68096f2828562f.jpg"
"10406020015","2015-06-02","南屯園區","飼主不擬續養 ","西區","母","自行送交","黑白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/14726100772e283782618a6edf24b6443de4570d.jpg"
"10406020014","2015-06-02","南屯園區","陳情","龍井區","公","沙田路6段","黑色","","混種犬","","綠項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4c9c6c1d60abd6d02256c5242f9307e27cbe42d1.jpg"
"10406020013","2015-06-02","南屯園區","陳情","大里區","母","國中路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ae866f10e5da986a58b5ffb9f2cc6403ab3f78ca.jpg"
"10406020012","2015-06-02","南屯園區","急難救助","北區","母","五順路","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/97e0bd8830b24af5cebe226bbeb19c745d7fd0e4.jpg"
"10406020011","2015-06-02","南屯園區","陳情","北屯區","母","北坑巷","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/35c32847eeef49f5f1440f1f6f16e35bcaf1e849.jpg"
"10406020010","2015-06-02","南屯園區","陳情","北屯區","公","東山路一段","黃白","","混種犬","","黑項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e0ba58c64a869e60a1651bf590b57c4b231f1838.jpg"
"10406020009","2015-06-02","南屯園區","陳情","北屯區","公","東山路一段","米色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7ef5798ed87737baba6c4c0cec78c4d4c81ba676.jpg"
"10406020008","2015-06-02","南屯園區","飼主不擬續養","北屯區","公","自行送交","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c0b7d170f64360dbe7b77ce141878bb7dbc8de80.jpg"
"10406020007","2015-06-02","南屯園區","飼主不擬續養","北屯區","母","自行送交","黑白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4156ad4c86ec93871105439740d1c988fc6ab5c3.jpg"
"10406020006","2015-06-02","南屯園區","陳情","龍井區","母","中央路2段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4c2cddf28435fdb9116b85ed93f9d14be55b7399.jpg"
"10406020005","2015-06-02","南屯園區","陳情","霧峰區","公","吉峰東路","虎斑","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/35058163b5dd0cfd7f31a276e96653af422b4f9c.jpg"
"10406020004","2015-06-02","南屯園區","民眾拾獲","沙鹿區","母","靜宜宿舍停車場旁","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/548d8929505e2f0d6e66264f98125070792dc30d.jpg"
"10406020003","2015-06-02","南屯園區","陳情","龍井區","母","瑞井派出所","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2f7f0a0ba25f19227b6e1c1e2163deb0c3036ef4.jpg"
"10406020002","2015-06-02","南屯園區","陳情","南屯區","公","黎明路2段","黑白","*057*125","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/88652f184ed29561f7619c16b2315b13a1c2f1c1.jpg"
"10406020001","2015-06-02","南屯園區","急難救助","烏日區","公","光德路","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/65a64ecf8f99c5a926fa4e6d2f7c8753db487fd7.jpg"
"10406016011","2015-06-01","后里園區","陳情","潭子區","母","大豐路","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/16a71ccfc241c0f73052b053dc2fbde26a96e9c2.jpg"
"10406016010","2015-06-01","后里園區","陳情","新社區","母","龍安街","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b3091ac1d55e3dfa55b4e1d71a2fbc3540742f19.jpg"
"10406016009","2015-06-01","后里園區","陳情","東勢區","公","粵寧街","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f5c6d900ffcf5b854543b10c6023fef318adbf33.jpg"
"10406016008","2015-06-01","后里園區","陳情","豐原區","母","信義街","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4fd16d8e0fe72700af5a1654a176e6ab776da388.jpg"
"10406016007","2015-06-01","后里園區","陳情","大雅區","母","昌平路","咖啡","","似臘腸","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/04b8f528de61016e6092118bd4f9d94b246b52e2.jpg"
"10406016006","2015-06-01","后里園區","陳情","大雅區","母","神林路","米色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6b2c6e2809b1be711fb8ad2a40b78edfb16f4bad.jpg"
"10406016005","2015-06-01","后里園區","陳情","后里區","母","福興路","棕色","","混種犬","","籃色項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/68280812ad0373fb46e4771427fdf783be0b3c42.jpg"
"10406016004","2015-06-01","后里園區","陳情","后里區","母","福興路","黑色","","混種犬","","黃項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/75d39dbce8c752bbffb99f08875107d18cfc1bb1.jpg"
"10406016003","2015-06-01","后里園區","陳情","后里區","母","福興路","棕色","","混種犬","","藍黑項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/823798e6ffc29dc1bc654af046b094480b7af8e0.jpg"
"10406016002","2015-06-01","后里園區","陳情","后里區","母","福興路","黑色","","混種犬","","土色項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/91fd0c8cb23392bb730175aaa8900f3a4f8d3817.jpg"
"10406016001","2015-06-01","后里園區","飼主不擬續養","豐原區","公","自行送交","黑白","","混種犬","","已絕育","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c06f5f72258c2370f33371a7bf92b60835a98fe3.jpg"
"10406010015","2015-06-01","南屯園區","陳情","西屯區","母","工業33路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8adbee24805b8750326c968d0e08e6550f2ab15e.jpg"
"10406010014","2015-06-01","南屯園區","民眾拾獲","西屯區","公","福上巷","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1624ca96ce67b920a3af59ae137912ca3214c7d7.jpg"
"10406010013","2015-06-01","南屯園區","陳情","梧棲區","母","經一路","黃白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4bcd693cfd8b31e2916e91aac95dcfd3c8aea4d2.jpg"
"10406010012","2015-06-01","南屯園區","陳情","南屯區","母","春社派出所","灰棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d3fc92384b021734bceaaff097cb0a1706b1eb74.jpg"
"10406010011","2015-06-01","南屯園區","陳情","南屯區","母","五權西路2段","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/90d9c01b8166c128aad9e1bce65ac401fb0f016e.jpg"
"10406010010","2015-06-01","南屯園區","急難救助","西區","公","五權8街","白色","","混種犬","","104/06/02飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8703b17e14b7b1ffe7e7744ec4233f5452a6d5cb.jpg"
"10406010009","2015-06-01","南屯園區","陳情","北區","母","原子街","黃棕","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/91dfca9cbad532d99f18c85e0b04510860b87b89.jpg"
"10406010008","2015-06-01","南屯園區","陳情","太平區","母","永平路3段","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/28fe30aac5537ead146afef2f4d2e74c461f9c4d.jpg"
"10406010007","2015-06-01","南屯園區","陳情","太平區","公","中山路2段","黃色","","似臘腸犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/558b0b2f816a0e52446de703c3ba39435191fa3e.jpg"
"10406010006","2015-06-01","南屯園區","陳情","北屯區","母","太原路3段","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/46adc1769900e32b3460498e160a27436e1497bd.jpg"
"10406010005","2015-06-01","南屯園區","陳情","大里區","母","國中路","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/56b0603d498b17760f8f14d49845fbeb651ba754.jpg"
"10406010004","2015-06-01","南屯園區","陳情","大里區","公","中興路一段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ccf851f88734f2734ae1861a3ad671c21937ecb3.jpg"
"10406010003","2015-06-01","南屯園區","陳情","大肚區","公","沙田路3段","黑虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/bdce3b800f0cd8d48ff54570ef58741bacd62169.jpg"
"10406010002","2015-06-01","南屯園區","急難救助","北屯區","公","北屯路","米色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1b3b84cd50a890f566357f4f9b7aa8e719711098.jpg"
"10406010001","2015-06-01","南屯園區","陳情","北屯區","母","北屯路","黃白","","混種犬","","棕項圈+銅鈴鐺","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9c87b907cf9f980a3198eb60cdc2f0e985ca1425.jpg"
"10405310006","2015-05-31","南屯園區","陳情","大肚區","母","沙田路3段","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/39b62aff5ffba9c3e820bbc4f4b6bdc833db793c.jpg"
"10405310005","2015-05-31","南屯園區","陳情","太平區","公","太和路一段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4e44e86a392abcfdbe82782991f26863b114b7f0.jpg"
"10405310004","2015-05-31","南屯園區","陳情","南區","公","建國北路2段","黑色","","混種犬","","藍項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/07186800eba53dc9191637b1f19686f5f6a043f0.jpg"
"10405310003","2015-05-31","南屯園區","陳情","大肚區","","沙田路3段(大肚分駐所)","灰","","似鸚鵡","","104/06/02飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/10e8f5eda5f45b2ee7ca26a378cd55b806a68eb3.jpg"
"10405310002","2015-05-31","南屯園區","陳情","沙鹿區","母","三民路","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6dbebb41aa009b2abbf65f4d118bbedde96125ef.jpg"
"10405310001","2015-05-31","南屯園區","陳情","北屯區","公","松竹路2段","白色","900138000393***","混種犬","","綠背帶/104/05/31飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b0422ba1a224c43b85654daeeeb99296095d8e30.jpg"
"10405306005","2015-05-30","后里園區","陳情","東勢區","母","東坑路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/3127a9c1654d51e4349a40871123923c6f3736da.jpg"
"10405306004","2015-05-30","后里園區","陳情","豐原區","母","水源路","黑色","152173***A","混種犬","","104/06/01飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b8800a69bcff1c0dbd503d4aa393208e68bb59e2.jpg"
"10405306003","2015-05-30","后里園區","陳情","豐原區","母","田心路","虎斑","","混種犬","102B097***","
紅黑項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/bf9f01c23bb3d96c1598c0e9fe8ca7f0e67753cd.jpg"
"10405306002","2015-05-30","后里園區","陳情","新社區","公","龍安街","棕色","","混種犬","","綠黑項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/415fcd1232b06e7c6523fd7afcf7395bca10c929.jpg"
"10405306001","2015-05-30","后里園區","陳情","外埔區","母","長生路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c1d5ccbce1f8a1dd2e9662a9bda38d2546b27cbc.jpg"
"10405300012","2015-05-30","南屯園區","急難救助","太平區","公","長安路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6a7c4bccac603dfbc7061f75836e362981e932e5.jpg"
"10405300011","2015-05-30","南屯園區","飼主不擬續養","太平區","公","自行送交","黃白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d6e361227ade05f6979f0cd10671725584ed4d79.jpg"
"10405300010","2015-05-30","南屯園區","民眾拾獲","西屯區","公","都會公園","棕色","","貴賓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/046ed101350f77e5d23ab66f922da1cfccfc50cc.jpg"
"10405300009","2015-05-30","南屯園區","飼主不擬續養","北區","母","自行送交","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e4246127f47f71896b3dceb43804a9fc4b857b6a.jpg"
"10405300008","2015-05-30","南屯園區","陳情","北屯區","公","清水巷","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/cf957585aa6149dd912988b2c0232d57302161c9.jpg"
"10405300007","2015-05-30","南屯園區","急難救助","東區","母","東成三街","黃白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/778cbf38a5a9b9a868691f35d8ab3ddcf1dbe86b.jpg"
"10405300006","2015-05-30","南屯園區","陳情","北屯區","公","祥順路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/22f89831950ba8d7a9302a97523de96f7651ae8a.jpg"
"10405300005","2015-05-30","南屯園區","陳情","大里區","母","中興路","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d01c75346b6ba3d0f4c4aeee9d748fd96cb4c6b4.jpg"
"10405300004","2015-05-30","南屯園區","飼主不擬續養","潭子區","母","自行送交","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d930b51aae8f73a9f2e3ea63a4cd4cf844bf381e.jpg"
"10405300003","2015-05-30","南屯園區","飼主不擬續養","北區","公","自行送交","灰白","","西施","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2ec17f33249c95e927efe172d09ae42ca7184eea.jpg"
"10405300002","2015-05-30","南屯園區","飼主不擬續養","南屯區","公","自行送交","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e6825539712e6882f44d94a958749137ac951f30.jpg"
"10405300001","2015-05-30","南屯園區","陳情","南屯區","公","五權西路","黃白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/16254c7f0baf0a04eaa9dd5307d411944b0f22ea.jpg"
"10405296015","2015-05-29","后里園區","陳情","東勢區","母","東坑路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/264cd572592d1e75a2cef2b3d144f82eb06b2f5d.jpg"
"10405296014","2015-05-29","后里園區","急難救助","潭子區","母","合作街","黑色","","混種犬","","彩色項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f59fdd0c3753724dbdd2b479a4f96aac26c9bb42.jpg"
"10405296013","2015-05-29","后里園區","民眾拾獲","大甲區","母","中山路","棕色","158097005001***","似貴賓","","已絕育","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/631b63a013b922e9fe6919cefdc72aef51cdada5.jpg"
"10405296012","2015-05-29","后里園區","陳情","大安區","母","溪洲路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/eeb2dfe0ac3e4ece35f0bd2bea96c4564c93d9d9.jpg"
"10405296011","2015-05-29","后里園區","飼主不擬續養","潭子區","公","自行送交","棕色","","似邊境牧羊犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9aa85f0d9f17ae6b12fd2e23bfea4a2409892cba.jpg"
"10405296010","2015-05-29","后里園區","飼主不擬續養","潭子區","母","自行送交","黑白","","似邊境牧羊犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/84b064e66f6a74bf3f9138ce6b589322a3f3fd88.jpg"
"10405296009","2015-05-29","后里園區","飼主不擬續養","東勢區","母","自行送交","黑棕","","混種犬","","已絕育","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/359ea409c4e576b47dea39cad0683967b5c11fa7.jpg"
"10405296008","2015-05-29","后里園區","陳情","大安區","母","中山南路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1720fc6e02a1ff385eacb41a6ec3cdf4b0519ccf.jpg"
"10405296007","2015-05-29","后里園區","陳情","外埔區","母","長生路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4497430f7fa9b86ffabb6877af70f71e9828ead0.jpg"
"10405296006","2015-05-29","后里園區","陳情","外埔區","母","長生路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6b00ea3b4328aa019060e52a257e8e8b6b2bd811.jpg"
"10405296005","2015-05-29","后里園區","陳情","神岡區","母","中山路","米色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/bb958b17ecf271b7a5df0d29f9f5897ecd6ae92c.jpg"
"10405296004","2015-05-29","后里園區","陳情","神岡區","公","中山路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4fc0f177ba54fba0c904f340f417913942697e6b.jpg"
"10405296003","2015-05-29","后里園區","民眾拾獲","后里區","母","甲后路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c9d19863560e2532dd6ee7351ef6d27afab6f2f4.jpg"
"10405296002","2015-05-29","后里園區","飼主不擬續養","龍井區","母","自行送交","黃白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2c53104a1c9de34276071a47e34bb179d142571d.jpg"
"10405296001","2015-05-29","后里園區","陳情","神岡區","母","和平路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2fae6d7a0004e7c5ae7aaeeb814944b8f11339a3.jpg"
"10405290017","2015-05-29","南屯園區","陳情","霧峰區","公","光明路","黃色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4ca207ab357b9b27b296ecc5fdcdc5fdadde7005.jpg"
"10405290016","2015-05-29","南屯園區","陳情","南屯區","母","五權西路2段","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/5947f8e7c3853e34b61387b15d2f40111e10ecbd.jpg"
"10405290015","2015-05-29","南屯園區","陳情","龍井區","母","頭崙巷","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/549a29b53ad54780c72e5ba3458cfccb03a7eef4.jpg"
"10405290014","2015-05-29","南屯園區","陳情","龍井區","母","三港路","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/46745ec1b13788e97258f27aa87cd2fea3b68bf0.jpg"
"10405290013","2015-05-29","南屯園區","民眾拾獲","清水區","母","光復街","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/353a4e6aff00b76e3862a286cd583056bc7132d0.jpg"
"10405290012","2015-05-29","南屯園區","民眾拾獲","西屯區","公","逢甲大學","白色","","雪那瑞","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ba3ebbd270492ff932ea6cc1a8ba4da5ef2db055.jpg"
"10405290011","2015-05-29","南屯園區","急難救助","南區","公","復興路","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e92a4a7032afce50255ad17449f4bd807cc9fc41.jpg"
"10405290009","2015-05-29","南屯園區","陳情","烏日區","母","溪南路2段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/761c8d4ba04727edee83c802469deb140dc2d301.jpg"
"10405290008","2015-05-29","南屯園區","飼主不擬續養 ","太平區","母","自行送交","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f0a0a8a1bc46a28625bd3288474a8eea4758fa28.jpg"
