收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,照片連結,網頁連結
W040317-02,104年03月17日,安南區  長溪路2段598巷34號,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-13,http://asms.wsn.com.tw/TN/Upload/W040317-02/90EAC359CA66486CA63493391906D55F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1812&fn=Photo&tn=SheltersReco
S04C031702,104年03月17日,麻豆區,民眾送交,3月齡以下,母,花,混種貓,大,,無,臺南市動物之家-善化站,G區 -G7,http://asms.wsn.com.tw/TN/Upload/S04C031702/353A2094AC4C40018E3D0F512E5B2CFD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1841&fn=Photo&tn=SheltersReco
S040317-09,104年03月17日,白河區,本所捕獲,3-7歲,公,白黃,混種狗,大,,無,臺南市動物之家-善化站,A區 -A15,http://asms.wsn.com.tw/TN/Upload/S040317-09/F5D2DCAD69C347088BA21ABF25541E28.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1837&fn=Photo&tn=SheltersReco
S040317-19,104年03月17日,麻豆區,民眾送交,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P16,http://asms.wsn.com.tw/TN/Upload/S040317-19/D0C6E667E2A9421796E23A30F9F8A73B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1839&fn=Photo&tn=SheltersReco
S040317-07,104年03月17日,佳里區,本所捕獲,1-3 歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C22,http://asms.wsn.com.tw/TN/Upload/S040317-07/935EEF0F14E045879B4C4312529E7439.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1836&fn=Photo&tn=SheltersReco
W040317-09,104年03月17日,安平區  四草里四草大道81巷456號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040317-09/8AEEA7685DCA4BC58AD469105C18E0ED.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1819&fn=Photo&tn=SheltersReco
S040317-11,104年03月17日,東山區,本所捕獲,3-7歲,母,虎斑,混種狗,大,,無,臺南市動物之家-善化站,C區-C24,http://asms.wsn.com.tw/TN/Upload/S040317-11/2AF544C3FAFD4BEA83BC2003CDF28BB6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1838&fn=Photo&tn=SheltersReco
W040318-31,104年03月18日,楠西區  照興里照興里活動中心靠近永興吊橋,本所捕獲,3-6月齡,公,米黃,混種狗,中,,無,臺南市動物之家-灣裡站,代養-代養-H,http://asms.wsn.com.tw/TN/Upload/W040318-31/864B3436E7054E00BFB96CB3BC282A36.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1873&fn=Photo&tn=SheltersReco
S040318-06,104年03月18日,西港區,本所捕獲,3-7歲,母,黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C11,http://asms.wsn.com.tw/TN/Upload/S040318-06/35FFECB752C44EF3AA734ED1877ED41B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1887&fn=Photo&tn=SheltersReco
斑鳩-2,104年03月18日,中西區  國華街尊王路,民眾送交,3月齡以下,公,灰,,小,,無,臺南市動物之家-灣裡站,鳥園-鳥園,http://asms.wsn.com.tw/TN/Upload/%e6%96%91%e9%b3%a9-2/D4519AC39D1D4ECEAD1983ADC4F84733.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1884&fn=Photo&tn=SheltersReco
S040318-05,104年03月18日,學甲區,本所捕獲,1-3 歲,公,黃,混種狗,大,,無,臺南市動物之家-善化站,B區-B10,http://asms.wsn.com.tw/TN/Upload/S040318-05/ACDCC33FA7494D88870A0072FD8F32F0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1886&fn=Photo&tn=SheltersReco
S040318-01,104年03月18日,學甲區,本所捕獲,3-7歲,公,黃,混種狗,大,,無,臺南市動物之家-善化站,B區-B6,http://asms.wsn.com.tw/TN/Upload/S040318-01/9056682363184F3C8C0EFD7CF1DEDF16.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1885&fn=Photo&tn=SheltersReco
S040319-04,104年03月19日,學甲區,本所捕獲,1-3 歲,母,黑黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C6,http://asms.wsn.com.tw/TN/Upload/S040319-04/00BD70BA0DD3466BAF0CCE4928503964.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1946&fn=Photo&tn=SheltersReco
S040319-01,104年03月19日,柳營區,本所捕獲,1-3 歲,公,黑白,混種狗,大,,無,臺南市動物之家-善化站,C區-C2,http://asms.wsn.com.tw/TN/Upload/S040319-01/AF8166D399364F91BDFEBFB458338EED.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1945&fn=Photo&tn=SheltersReco
W040319-11,104年03月19日,安南區  海南里安通路六段尾堤岸旁,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040319-11/BDE8C02F825C4A3D9580DCAD4BFD004B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1899&fn=Photo&tn=SheltersReco
S040319-09,104年03月19日,善化區,民眾送交,3月齡以下,母,虎斑,混種狗,小,,無,臺南市動物之家-善化站,P區-P12,http://asms.wsn.com.tw/TN/Upload/S040319-09/1F097FF4EFB6437382A71AC5E10D2FF3.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1948&fn=Photo&tn=SheltersReco
S040319-06,104年03月19日,新營區,本所捕獲,3-7歲,公,白,混種狗,大,,無,臺南市動物之家-善化站,C區-C7,http://asms.wsn.com.tw/TN/Upload/S040319-06/6B62E6ED042B4C95B76EB123AB6F6EDB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1947&fn=Photo&tn=SheltersReco
S040319-10,104年03月19日,善化區,民眾送交,3月齡以下,母,虎斑,混種狗,小,,無,臺南市動物之家-善化站,P區-P13,http://asms.wsn.com.tw/TN/Upload/S040319-10/A18F9189FD164DAF9B774A7C5B240479.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1949&fn=Photo&tn=SheltersReco
S040319-11,104年03月19日,善化區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P1,http://asms.wsn.com.tw/TN/Upload/S040319-11/21F30A57DC8D4E498E7A03605499FF91.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1950&fn=Photo&tn=SheltersReco
S040320-03,104年03月20日,善化區,本所捕獲,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C15,http://asms.wsn.com.tw/TN/Upload/S040320-03/A1E2499ED8E64A0C90ADA881208E5FA4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1952&fn=Photo&tn=SheltersReco
W040320-20,104年03月20日,北門區  保吉里,本所捕獲,3-6月齡,母,黃,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040320-20/F020E8E45AD04218B4C512FEFAC59E8C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1925&fn=Photo&tn=SheltersReco
S040320-01,104年03月20日,安定區,本所捕獲,3-7歲,母,花,混種狗,大,,無,臺南市動物之家-善化站,C區-C14,http://asms.wsn.com.tw/TN/Upload/S040320-01/32DBBE539B7D4BDF98858AF20AC3ECFE.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1951&fn=Photo&tn=SheltersReco
S040320-05,104年03月20日,學甲區,本所捕獲,3-7歲,母,黃,混種狗,大,,無,臺南市動物之家-善化站,B區-B15,http://asms.wsn.com.tw/TN/Upload/S040320-05/920100E2BDF44F28BEB96B6087493975.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1953&fn=Photo&tn=SheltersReco
W04C032001,104年03月20日,中西區  中正路,民眾送交,1-3 歲,公,虎斑白,混種貓,小,,無,臺南市動物之家-灣裡站,CB-1-1,http://asms.wsn.com.tw/TN/Upload/W04C032001/40B1EF8AE4EA427EAF8836961B08552A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1930&fn=Photo&tn=SheltersReco
W040321-02,104年03月21日,仁德區  中生里往長榮大學方向,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-19,http://asms.wsn.com.tw/TN/Upload/W040321-02/802B674D6CE6427E8C1C65A852B9046D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1938&fn=Photo&tn=SheltersReco
S040323-13,104年03月23日,新市區,民眾送交,3月齡以下,公,棕,混種狗,小,,無,臺南市動物之家-善化站,P區-P5,http://asms.wsn.com.tw/TN/Upload/S040323-13/8F966593F26449F4A35B36EE85C74120.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1978&fn=Photo&tn=SheltersReco
S040323-12,104年03月23日,新市區,民眾送交,3月齡以下,母,棕,混種狗,小,,無,臺南市動物之家-善化站,P區-P4,http://asms.wsn.com.tw/TN/Upload/S040323-12/92BB5C5F3D534127A369F54BCB8CB67E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1977&fn=Photo&tn=SheltersReco
S040323-14,104年03月23日,新市區,民眾送交,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P11,http://asms.wsn.com.tw/TN/Upload/S040323-14/9CAA06246787425DB53863DF5ECE9BCB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1979&fn=Photo&tn=SheltersReco
S040323-11,104年03月23日,學甲區,民眾送交,3月齡以下,母,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P14,http://asms.wsn.com.tw/TN/Upload/S040323-11/9CB03E8C30E44187B484C3C6B07F88D6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1976&fn=Photo&tn=SheltersReco
S040323-06,104年03月23日,佳里區,本所捕獲,3-7歲,公,黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C22,http://asms.wsn.com.tw/TN/Upload/S040323-06/C25575B11A4B48A1A1DC0BF39EC65448.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1975&fn=Photo&tn=SheltersReco
S040323-05,104年03月23日,柳營區,本所捕獲,1-3 歲,公,虎斑,混種狗,大,,無,臺南市動物之家-善化站,B區-B22,http://asms.wsn.com.tw/TN/Upload/S040323-05/5AF249231A6246CE8EA7339FF18A97AB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1974&fn=Photo&tn=SheltersReco
S040323-03,104年03月23日,安定區,本所捕獲,1-3 歲,公,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B20,http://asms.wsn.com.tw/TN/Upload/S040323-03/125A5B11121A467F8A13A6C87E794176.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1973&fn=Photo&tn=SheltersReco
S040324-08,104年03月24日,柳營區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P16,http://asms.wsn.com.tw/TN/Upload/S040324-08/7692C3866FFD439B8ADD854A5245A83C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2030&fn=Photo&tn=SheltersReco
S040324-02,104年03月24日,柳營區,本所捕獲,3-7歲,母,黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C12,http://asms.wsn.com.tw/TN/Upload/S040324-02/E1FDFB39B80E457BAE10A7BF98D22F75.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2028&fn=Photo&tn=SheltersReco
W040324-01,104年03月24日,南區  省躬里馬路旁,本所捕獲,1-3 歲,公,黃,混種狗,中,,無,臺南市動物之家-灣裡站,A-10,http://asms.wsn.com.tw/TN/Upload/W040324-01/413C06150B474D2D85604F8C98EF6E9A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1980&fn=Photo&tn=SheltersReco
W040324-27,104年03月24日,東區  精忠三村,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,A-6,http://asms.wsn.com.tw/TN/Upload/W040324-27/1648992B8796468882D5529E71122810.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2006&fn=Photo&tn=SheltersReco
W040324-35,104年03月24日,玉井區  玉田里憲政路,本所捕獲,3-6月齡,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-7,http://asms.wsn.com.tw/TN/Upload/W040324-35/BE46AE82A47A48E88DC4E853BE5E7733.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2013&fn=Photo&tn=SheltersReco
S040325-13,104年03月25日,柳營區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H3,http://asms.wsn.com.tw/TN/Upload/S040325-13/855DF0BFD7A84029B77342CD9E3BB27B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2048&fn=Photo&tn=SheltersReco
S040324-14,104年03月25日,新市區,民眾送交,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C6,http://asms.wsn.com.tw/TN/Upload/S040324-14/B6DE0E0407D143E8B25E4F167BEF5C5A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2031&fn=Photo&tn=SheltersReco
S040325-16,104年03月25日,柳營區,民眾送交,3月齡以下,公,白,混種狗,小,,無,臺南市動物之家-善化站,H區-H1,http://asms.wsn.com.tw/TN/Upload/S040325-16/3DDB0A35EA3B4BAC8BCDE1124D8B24BD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2051&fn=Photo&tn=SheltersReco
S040325-14,104年03月25日,柳營區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H2,http://asms.wsn.com.tw/TN/Upload/S040325-14/A993F84B539D4B458BB1A515A60AFA72.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2049&fn=Photo&tn=SheltersReco
S040325-15,104年03月25日,柳營區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H6,http://asms.wsn.com.tw/TN/Upload/S040325-15/5D1DDEC764514755B7385E5F47A13967.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2050&fn=Photo&tn=SheltersReco
S040325-17,104年03月25日,柳營區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H9,http://asms.wsn.com.tw/TN/Upload/S040325-17/E80D528C726B45F9B5272FF1D2684B7C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2052&fn=Photo&tn=SheltersReco
S040325-07,104年03月25日,北門區,本所捕獲,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B15,http://asms.wsn.com.tw/TN/Upload/S040325-07/A42C6C4E6E434F71950D98FB70F99E8E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2047&fn=Photo&tn=SheltersReco
S040325-18,104年03月25日,柳營區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H4,http://asms.wsn.com.tw/TN/Upload/S040325-18/9995A143E8CF4F3FA5F0203B611EEEE6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2053&fn=Photo&tn=SheltersReco
S040326-03,104年03月26日,學甲區,本所捕獲,1-3 歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C13,http://asms.wsn.com.tw/TN/Upload/S040326-03/F3853A62F5004911BC74AEB58EA32D0F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2100&fn=Photo&tn=SheltersReco
W04C032605,104年03月26日,南區  灣裡路,民眾送交,1-3 歲,公,白虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-2-1,http://asms.wsn.com.tw/TN/Upload/W04C032605/9CEEC12268D24B12AF2179CFDB93F34E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2096&fn=Photo&tn=SheltersReco
W040326-15,104年03月26日,安南區  海尾路395巷369號,本所捕獲,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040326-15/8061F2F4E152499F98FC63D82DFE2A9B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2068&fn=Photo&tn=SheltersReco
S040326-17,104年03月26日,學甲區,本所捕獲,1-3 歲,公,白,混種狗,中,,無,臺南市動物之家-善化站,C區-C20,http://asms.wsn.com.tw/TN/Upload/S040326-17/1B1EF9280A8446ADBAEC43C1C5D449C1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2103&fn=Photo&tn=SheltersReco
S040326-10,104年03月26日,佳里區,本所捕獲,1-3 歲,母,虎斑,混種狗,中,,無,臺南市動物之家-善化站,B區-B4,http://asms.wsn.com.tw/TN/Upload/S040326-10/062F6EB26C114E92B68F0D032AD7F677.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2102&fn=Photo&tn=SheltersReco
W040326-36,104年03月26日,東區  崇明路,本所捕獲,3-7歲,母,白,混種狗,中,,無,臺南市動物之家-灣裡站,D-6,http://asms.wsn.com.tw/TN/Upload/W040326-36/CD260AA938814FDFB07DEAA0393F2BC8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2089&fn=Photo&tn=SheltersReco
W040326-07,104年03月26日,安南區  海尾路395巷369號,本所捕獲,3月齡以下,母,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040326-07/2439C9C8F0FE418B95B66777225E98C1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2060&fn=Photo&tn=SheltersReco
S040326-09,104年03月26日,佳里區,本所捕獲,3-7歲,母,虎斑,混種狗,中,,無,臺南市動物之家-善化站,B區-B18,http://asms.wsn.com.tw/TN/Upload/S040326-09/C2AF3F9754994C9880AACAD2633621A6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2101&fn=Photo&tn=SheltersReco
W040326-10,104年03月26日,安南區  海尾路395巷369號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040326-10/52BC6680EF174EDA9FF1136CF6D3503B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2063&fn=Photo&tn=SheltersReco
S040326-01,104年03月26日,關廟區,本所捕獲,3-7歲,母,黑,混種狗,中,,90013800051○○○○,臺南市動物之家-善化站,B區-B6,http://asms.wsn.com.tw/TN/Upload/S040326-01/5AA685431CF543048A7B0D6A0507CA3D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2099&fn=Photo&tn=SheltersReco
W040327-05,104年03月27日,安南區  顯宮里科技五路,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-4,http://asms.wsn.com.tw/TN/Upload/W040327-05/0327-05.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2108&fn=Photo&tn=SheltersReco
W040327-02,104年03月27日,安南區  顯宮里科技五路,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,A-19,http://asms.wsn.com.tw/TN/Upload/W040327-02/0327-03.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2105&fn=Photo&tn=SheltersReco
S040327-06,104年03月27日,新市區  南科,民眾送交,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,C區-C2,http://asms.wsn.com.tw/TN/Upload/S040327-06/4049B54F9AF3408F80C02EC375999F83.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2147&fn=Photo&tn=SheltersReco
S040327-01,104年03月27日,善化區  中正路,本所捕獲,1-3 歲,公,白,混種狗,中,否,無,臺南市動物之家-善化站,C區-C7,http://asms.wsn.com.tw/TN/Upload/S040327-01/E0BC5C8210CA45AC971BE647CECB6AD3.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2144&fn=Photo&tn=SheltersReco
W040327-04,104年03月27日,安南區  顯宮里科技五路,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-5,http://asms.wsn.com.tw/TN/Upload/W040327-04/0327-04.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2107&fn=Photo&tn=SheltersReco
W040327-01,104年03月27日,安南區  顯宮里科技五路,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-12,http://asms.wsn.com.tw/TN/Upload/W040327-01/327-01.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2104&fn=Photo&tn=SheltersReco
S40327-07,104年03月27日,新市區,民眾送交,3月齡以下,母,黑白,混種狗,小,否,無,臺南市動物之家-善化站,C區-C2,http://asms.wsn.com.tw/TN/Upload/S40327-07/1D019CD83B6D474F9581E531BA95DD26.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2148&fn=Photo&tn=SheltersReco
S040327-02,104年03月27日,善化區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,B區-B8,http://asms.wsn.com.tw/TN/Upload/S040327-02/C607B55708144C3D8E30DEEFC9108D8A.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2146&fn=Photo&tn=SheltersReco
W040327-03,104年03月27日,安南區  顯宮里科技五路,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-12,http://asms.wsn.com.tw/TN/Upload/W040327-03/0327-03.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2106&fn=Photo&tn=SheltersReco
W040327-14,104年03月27日,東區  彰化市南校街,民眾棄養,1-3 歲,公,白,混種狗,中,,90012800163○○○○,臺南市動物之家-灣裡站,D-4,http://asms.wsn.com.tw/TN/Upload/W040327-14/0327-14.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2117&fn=Photo&tn=SheltersReco
S040327-03,104年03月27日,學甲區  中正路,本所捕獲,1-3 歲,母,黑,混種狗,大,否,無,臺南市動物之家-善化站,B區-B9,http://asms.wsn.com.tw/TN/Upload/S040327-03/27-03.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2145&fn=Photo&tn=SheltersReco
S040328-03,104年03月28日,新市區,民眾送交,3-6月齡,母,黑,混種狗,中,否,無,臺南市動物之家-善化站,H區-H15,http://asms.wsn.com.tw/TN/Upload/S040328-02/4B6B8CE6211E4FCCB97AF64AB092236A.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2151&fn=Photo&tn=SheltersReco
S040330-15,104年03月30日,下營區,本所捕獲,1-3 歲,公,虎斑,混種狗,大,否,無,臺南市動物之家-善化站,C區-C14,http://asms.wsn.com.tw/TN/Upload/S040330-15/2B30E1608F4C455BBC07BF2453768F3A.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2202&fn=Photo&tn=SheltersReco
S040330-28,104年03月30日,善化區,本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H14,http://asms.wsn.com.tw/TN/Upload/S040330-28/72257F85EC0C406CB06C6C4A4D0F9702.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2208&fn=Photo&tn=SheltersReco
S040330-27,104年03月30日,善化區,本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H12,http://asms.wsn.com.tw/TN/Upload/S040330-27/A46937778B894381B616526DC1BA80ED.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2207&fn=Photo&tn=SheltersReco
S040330-25,104年03月30日,善化區,本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H1,http://asms.wsn.com.tw/TN/Upload/S040330-25/4ECE003AF2CA472D96390BFE023785EC.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2205&fn=Photo&tn=SheltersReco
S040330-14,104年03月30日,學甲區,本所捕獲,1-3 歲,公,黃,混種狗,大,否,無,臺南市動物之家-善化站,C區-C12,http://asms.wsn.com.tw/TN/Upload/S040330-14/697ABC889A08433E89F7EBB4512C3B46.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2186&fn=Photo&tn=SheltersReco
