收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
1204A16,103年12月04日,"左營區  營區 備註:1/23送燕巢",民眾送交,6月齡-1歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20811&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1204A16/9272F7F73BA649099BD37BD04090FC44.JPG
120303,103年12月03日,"旗山區  體育場",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,燕巢園區,運動場-運6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20826&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/120303/11A739D1999C41AF8A9647B7072DFEE8.JPG
120214,103年12月02日,"旗山區  體育場",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,運動場-運6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20766&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/120214/BD041B71ECF64653AF1754B7B265838B.JPG
1202A8,103年12月02日,"大樹區  興田路 備註:1/23送燕巢",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20748&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1202A8/702D022DE7724492992B7269B9EC781C.JPG
1201A18-3,103年12月01日,"林園區  魚塭路",本所捕獲,3月齡以下,公,黃,混種狗,小,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20740&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1202B5/8332CA57A4B740C1806C2265C6AB6903.JPG
120308,103年12月03日,"旗山區  體育場",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20821&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/120308/114A9DA32D1241D0A8429442300EE231.JPG
1202A13-2,103年12月02日,"林園區  北汕路 備註:12/22移到燕巢",本所捕獲,6月齡-1歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待13,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20772&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/120216/3F6AAC1B907D4E3D9ADD794A09F0506C.JPG
1202A9-1,103年12月02日,"林園區  北汕路 備註:1/22送燕巢",本所捕獲,3-7歲,公,花,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20775&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/120216/7D5960CF35714F0382ECC100A182CB4D.JPG
1201Q7-1,103年12月01日,"大樹區  屏東竹田路",民眾送交,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,保區-保7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20706&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1201G1/6E4F8BEAAFBE4CF5BC5835BA203CFACD.JPG
1203A9,103年12月03日,"鳳山區  鳳頂路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20796&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1203A9/83872CFDA5F1482CB5EB39703EAB2DBB.JPG
1202A7,103年12月02日,"楠梓區  後昌路 備註:12/22移到燕巢",本所捕獲,6月齡-1歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20747&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1202A7/F50D06F08A22478E9CE5A898D7299B84.JPG
1201A18-1,103年12月01日,"林園區  魚塭路 備註:1/23送燕巢",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20738&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1202B5/DD8DD169425140578FE2F48CE6A911C8.JPG
1128G4,103年11月28日,"楠梓區  加工區 備註:1/22送燕巢",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-哺4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20678&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1128G4/0677A8B98882429CAC3FB968C14E14CD.JPG
112509,103年11月25日,"湖內區  中正路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20661&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/112509/C8F31650A8DB4B13A7A736B89F5131C1.JPG
1125H3-2,103年11月25日,"左營區  左營基地",民眾送交,3-6月齡,母,黃,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20650&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload//H3-2.JPG
1121A9,103年11月21日,"大寮區  華中南路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20589&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1121A9/23069B89FFE845E3B4B37AE6217F920A.JPG
111908,103年11月19日,"茄萣區  濱海路",本所捕獲,6月齡-1歲,母,黑,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20549&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111908/3C7539B8F3764C75B1D2E5940D763B9E.JPG
1125A23-2,103年11月25日,"小港區  山田路 備註:皮膚病",本所捕獲,3-6月齡,母,黃,混種狗,小,否,無,壽山園區,大犬舍-待23,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20653&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1125Q1/B5DD7E9A27324515962A9261367A3DFA.JPG
1122B1-4-1,103年11月22日,"前鎮區  中山四路",民眾送交,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,小木屋-領1-4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20619&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1124C1/418F4752F8404D86B3F18A2BF0426625.JPG
1121B1,103年11月21日,"鳳山區  文化西路",民眾棄養,7歲以上,公,花,混種狗,大,否,無,壽山園區,領養區-領1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20598&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1121B1/F3753BFEABF74636B58CE81C1380421A.JPG
111910,103年11月19日,"彌陀區  漯底里",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20547&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111910/B843A15A8DAE488693859982C1244219.JPG
1125H3-1,103年11月25日,"左營區  左營基地",民眾送交,3-6月齡,母,黃,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20649&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1125Q1/3FB18FFC4B384D6CA6BD48D2D320094A.JPG
112103,103年11月21日,"岡山區  台上里",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20601&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/112103/99D3050282A94980A2134BC543407551.JPG
1120A3,103年11月20日,"大樹區  龍目路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20577&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1120A3/4A534BEC9F30404E9A608DFE9D98083F.JPG
1119A14,103年11月19日,"林園區  海墘路 備註:12/22移到燕巢",本所捕獲,6月齡-1歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20526&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1119A14/5E65D8B0DCCE48B9A075469D812C7066.JPG
1119A21,103年11月19日,"林園區  海墘路 備註:1/23送燕巢",本所捕獲,3-7歲,母,花,混種狗,大,否,無,壽山園區,大犬舍-待21,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20522&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1119A21/95C26543F8024ABEA2DC96AF887F9EC3.JPG
1118A21-2,103年11月18日,"大樹區  濕地公園 備註:12/22移到燕巢",本所捕獲,"1-3 歲",母,黃,混種狗,中,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20516&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1118F1/EA8E3BB32E7B40B396E529DF3FE572A1.JPG
1117A14,103年11月17日,"大樹區  三合路",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20492&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1117A14/FDBA0865180148D795CF932BE31855F9.JPG
111403,103年11月14日,"路竹區  樹人醫校",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20470&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111403/4A7B89AC835B42068715C10E7DC91CEB.JPG
1119H2-1,103年11月19日,"仁武區  南昌巷",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,壽山園區,大犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20536&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1119A9/ACE3BAFF73F64D4D8C29D839EC77B0FD.JPG
1118A21-4,103年11月18日,"旗津區  旗津營區 備註:1/23送燕巢",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待21,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20519&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload//A21-4.JPG
1117F10,103年11月17日,"左營區  P.H 備註:截肢 0206送燕巢",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20491&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1117F10/B1B979C8B78647C78F57E48C91AC2164.JPG
1114A14,103年11月14日,"鳥松區  中正路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20478&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1114A14/09CAB0498F89476EBC75CCDEC2B08BCE.JPG
111805,103年11月18日,"湖內區  海埔",本所捕獲,3-7歲,公,白,混種狗,大,否,無,燕巢園區,運動場-運6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20561&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111805/FE7C160930834ED7BB2450776310B46C.JPG
111712,103年11月17日,"茄萣區  沙崙國小",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20496&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111712/F10D5C2FD85F4DA9AA1D8DBC65F8E257.JPG
111401,103年11月14日,"田寮區  月世界",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20472&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111401/61E5444A155B4F0FB7B6871BB6703332.JPG
1114A7-1,103年11月14日,"鳥松區  水埔路 備註:1/23送燕巢",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20477&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1114A7/6BD7039124F14FC6AF93E43AA0678267.JPG
1114J4-4,103年11月14日,"苓雅區  福德一路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,熟區-熟4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20454&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1113A1/4CBFF6031B424CF3BBEA32D89E85E596.JPG
1112A19,103年11月12日,"仁武區  殯儀館 備註:12/22移到燕巢",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20428&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1112A19/5DC3C778663B474C91A2E3F8B2CD4261.JPG
1111A19,103年11月11日,"大樹區  大樹路 備註:12/22移到燕巢",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20419&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1111A19/2D49E2CCE8AB4E4B8DA197DDE22C80ED.JPG
1110J8,103年11月10日,"左營區  左營軍港",民眾送交,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,熟區-熟8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20378&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1110J8/5EC65EB6C11B41258C36C5265AB1C04F.JPG
111313,103年11月13日,"彌陀區  安樂路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20437&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111313/297C473C34EB4C758D121A8296564168.JPG
1112A5,103年11月12日,"旗津區  中洲三路",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20423&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1112A5/B0357D59D94040A0B499CEF701F9BB2C.JPG
1110A2,103年11月10日,"鼓山區  壽山營區 備註:12/22移到燕巢",民眾送交,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20383&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1110A2/4325F9F6E749408DB78977DB9508B348.JPG
1107F5,103年11月07日,"左營區  海軍左營基地",民眾送交,3-7歲,母,黃,混種狗,大,否,無,壽山園區,醫務室-醫內5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20365&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1107F5/CF12436691E04C95949D4F903795B976.JPG
111211,103年11月12日,"彌陀區  文安里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20469&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111211/D0D698B0BB644FB0A063240AC8911B93.JPG
111101,103年11月11日,"六龜區  六龜國小",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20408&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/111101/9E59712157F747C3A105949EF9D2E4EC.JPG
1110A2-1,103年11月10日,"鼓山區  萬壽路",民眾送交,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20868&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload//A2-1.JPG
110605,103年11月06日,"旗山區  中州里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20350&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/110605/7F0FE862FB4146718CE975C85502B52B.JPG
110501,103年11月05日,"大社區  萬金路",本所捕獲,6月齡-1歲,公,黑,混種狗,中,否,無,燕巢園區,公舍-公1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20329&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/110501/5EDABB0999E741BAB80D53A853710B12.JPG
1103A7,103年11月03日,"楠梓區  壽民路",本所捕獲,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,大犬舍-待24,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20299&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1103A7/EACA39BC993649DBB8DDCC741BF99578.JPG
103005,103年10月30日,"彌陀區  文安里",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,燕巢園區,公舍-公3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20246&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/103005/C181CC4632164EB1A7D41107FE717C60.JPG
102709,103年10月27日,"彌陀區  文安里",本所捕獲,"1-3 歲",公,黑,混種狗,中,否,無,燕巢園區,運動場-運6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20170&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/102709/06311A8561584EFD9284F91530BF5F33.JPG
1031,103年11月03日,"岡山區  嘉新路",本所捕獲,"1-3 歲",母,白,混種狗,大,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20291&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1031/17037D135C724476A6928B3CBF491F83.JPG
103103,103年10月31日,"桃源區  北進巷",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,母舍-母3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20255&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/103103/7CD66A6BE35341B6805F5E0B54C18B1E.JPG
1030H2,103年10月30日,"苓雅區  義勇路",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,壽山園區,大犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20242&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1030H2/7377E87A591343D88F0FFD0118D3646F.JPG
1027A10-1,103年10月27日,"鳳山區  保華一路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,壽山園區,大犬舍-待10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20198&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1027A10/D8AFE9A26E1D46898749B0DA853599E6.JPG
1103A15,103年11月03日,"左營區  左營軍港 備註:12/22移到燕巢",民眾送交,6月齡-1歲,母,黃,混種狗,中,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20297&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1103/45F82FEEB2BB45E2AC92DA9F5BD0FE2F.JPG
103109,103年10月31日,"桃源區  勤和里",本所捕獲,"1-3 歲",公,花,混種狗,大,否,無,燕巢園區,公舍-公3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20260&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/103109/1880EE288EBB4624967C3445C6576236.JPG
1028G4,103年10月28日,"楠梓區  土庫路",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-哺4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20222&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1028G4/DFC3EDE5EE4E443CBE5305613EFC7B16.JPG
1027A20,103年10月27日,"鳳山區  保華一路 備註:1/23送燕巢",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20199&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1027A20/D6879D44E6A74260BAD5FD914FBF3983.JPG
1023A19,103年10月23日,"鳳山區  頂豐街 備註:1/22送燕巢",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20144&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1023A19/A19.JPG
1017A15,103年10月17日,"左營區  左營營區 備註:0303送燕巢",民眾送交,3-7歲,母,黑,混種狗,大,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20057&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1017A15/6A5A913949B14D9D9433C55073FDB266.JPG
1013A6,103年10月13日,"小港區  大潭路 備註:0206送燕巢",本所捕獲,3-6月齡,公,花,混種狗,中,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19980&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1013A6/09F007E83F8B4F34A143D9C0A0B6BF6A.JPG
100802,103年10月08日,"大社區  風景區",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19912&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/100802/AC181F4C85FE43E79CAD78B8720399CD.JPG
102007,103年10月20日,"美濃區  合和里",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20089&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/102007/8F9E1B150582415F8E58B26078D3B4BF.JPG
101506,103年10月15日,"美濃區  中圳里",本所捕獲,"1-3 歲",母,虎斑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20026&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/101506/E62D894D63FE4E4FA59134BF162D132D.JPG
1009B1-1-1,103年10月09日,"鳳山區  過昌街",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19936&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1009A8/BC205E8CB1B84E5F8EAE5FCFFC54EE90.JPG
100813,103年10月08日,"彌陀區  南寮里",本所捕獲,3-7歲,公,花,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19927&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/100813/247542A681924BC38F56275570AE23E4.JPG
1020A10,103年10月20日,"大樹區  舊鐵橋 備註:0206送燕巢",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,壽山園區,其他-回燕巢,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20083&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1020A10/AC3A3B4E911F4438B6ED53B3FD029EA9.JPG
101404,103年10月14日,"茄萣區  海巡基地",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=20020&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/101404/B727C10EF99F4096BD57E24492016737.JPG
1009B1-1-2,103年10月09日,"鳳山區  過昌街",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,小木屋-領1-1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19937&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1009A8/E87C0104E9AF48B98ACA9A7BE32C23F5.JPG
1006A16-2,103年10月06日,"林園區  北汕路 備註:12/22移到燕巢",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-待16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19886&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1006Q8/A16-2.JPG
1001F2,103年10月01日,"楠梓區  後昌新路",本所捕獲,3-7歲,公,花,混種狗,大,否,無,壽山園區,醫務室-醫道4下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19846&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/1001F2/157CF799288141BEB8ED2BDD46F8903A.JPG
0926A18-2,103年09月26日,"小港區  高坪6街",本所捕獲,6月齡-1歲,母,白,混種狗,中,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19788&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0926A10/0E6302A973F74A88AC7F0BA7298549DB.JPG
0923H3-3,103年09月23日,"大寮區  鳳捷路",本所捕獲,3月齡以下,母,棕,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19738&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/092306/64027DDE26F349978AD7792B87DAEBC2.JPG
091812,103年09月18日,"阿蓮區  中正路",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=19681&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/091812/0E8EC2417416462CA17ABAE0B0CE35C9.JPG
